 select hdr.[year], pos.RegArea, hal.frklen, hal.bbage, hal.srfage
from stlHeader hdr, stlHalibut hal, stlStationPositions pos
where hdr.[year] between 1998 and 2011 and hdr.stlkey = hal.stlkey and STR(hdr.stnno,4,0) = pos.Station and
      hdr.[year] = pos.[Year] and hdr.prpcde IN ('SG','ES','BG','DE','SE') and
      (hal.srfage IS NOT NULL or hal.bbage IS NOT NULL)

	
year,area,length,bbage,srfage
1998,3A,104,NULL,11
1998,3A,72,NULL,7
1998,3A,76,NULL,11
1998,3A,88,NULL,12
1998,3A,87,NULL,11
1998,3A,74,NULL,12
1998,3A,72,NULL,9
1998,3A,80,NULL,9
1998,3A,84,NULL,10
1998,3A,86,NULL,10
1998,3A,66,NULL,7
1998,3A,82,NULL,11
1998,3A,154,16,15
1998,3A,129,NULL,13
1998,3A,108,NULL,14
1998,3A,129,16,13
1998,3A,95,18,15
1998,3A,83,14,16
1998,3A,84,NULL,11
1998,3A,89,NULL,14
1998,3A,78,NULL,9
1998,3A,106,NULL,9
1998,3A,90,NULL,13
1998,3A,81,NULL,10
1998,3A,91,NULL,10
1998,3A,120,NULL,12
1998,3A,84,NULL,10
1998,3A,72,NULL,11
1998,3A,89,NULL,9
1998,3A,83,NULL,10
1998,3A,85,NULL,8
1998,3A,91,NULL,11
1998,3A,89,NULL,13
1998,3A,132,NULL,15
1998,3A,79,NULL,11
1998,3A,75,NULL,11
1998,3A,101,NULL,10
1998,3A,95,NULL,11
1998,3A,103,NULL,11
1998,3A,89,NULL,9
1998,3A,137,20,16
1998,3A,111,NULL,14
1998,2C,103,NULL,13
1998,2C,125,NULL,16
1998,2C,100,NULL,16
1998,2C,109,25,17
1998,2C,100,NULL,11
1998,2C,119,12,8
1998,2C,115,NULL,12
1998,2C,83,14,12
1998,2C,92,NULL,9
1998,2C,94,NULL,11
1998,2C,139,NULL,18
1998,2C,72,NULL,10
1998,2C,86,NULL,10
1998,2C,107,NULL,11
1998,2C,113,NULL,8
1998,2C,98,NULL,10
1998,2C,74,NULL,10
1998,2C,115,NULL,14
1998,2C,86,NULL,8
1998,2C,128,NULL,12
1998,2C,84,NULL,12
1998,2C,73,NULL,10
1998,2C,83,NULL,10
1998,2C,109,NULL,12
1998,2C,80,NULL,9
1998,2C,93,NULL,18
1998,2C,105,NULL,15
1998,2C,89,NULL,12
1998,2C,133,NULL,13
1998,2C,79,NULL,11
1998,2C,145,14,15
1998,2C,159,NULL,18
1998,2C,98,NULL,11
1998,2C,151,NULL,20
1998,2C,101,NULL,11
1998,2C,114,NULL,9
1998,2C,83,NULL,6
1998,2C,116,NULL,13
1998,2C,77,NULL,11
1998,2C,81,NULL,9
1998,2C,99,NULL,9
1998,2C,106,NULL,12
1998,2C,86,NULL,10
1998,2C,90,NULL,10
1998,2C,110,30,21
1998,2C,100,NULL,11
1998,2C,83,NULL,8
1998,2C,92,NULL,18
1998,2C,101,NULL,14
1998,2C,95,NULL,8
1998,2C,93,NULL,11
1998,2C,95,NULL,11
1998,2C,104,NULL,10
1998,2C,97,NULL,9
1998,2C,79,NULL,11
1998,2C,107,NULL,12
1998,2C,77,NULL,7
1998,2C,101,NULL,11
1998,2C,133,NULL,11
1998,2C,87,NULL,9
1998,2C,71,NULL,6
1998,2C,97,NULL,11
1998,2C,79,NULL,8
1998,2C,94,NULL,11
1998,2C,78,NULL,10
1998,2C,83,NULL,7
1998,2C,140,NULL,21
1998,2C,87,NULL,10
1998,2C,98,NULL,11
1998,2C,115,NULL,10
1998,2C,170,15,13
1998,2C,99,NULL,11
1998,2C,89,NULL,11
1998,2C,92,NULL,11
1998,2C,127,NULL,13
1998,2C,112,20,13
1998,2C,67,NULL,8
1998,2C,116,NULL,15
1998,2C,99,NULL,10
1998,2C,109,NULL,11
1998,2C,80,NULL,10
1998,2C,70,NULL,5
1998,2C,84,NULL,9
1998,2C,95,NULL,9
1998,2C,98,NULL,13
1998,2C,89,NULL,9
1998,2C,92,NULL,7
1998,2C,78,NULL,11
1998,2C,73,NULL,7
1998,2C,115,NULL,14
1998,2C,137,NULL,14
1998,2C,77,NULL,11
1998,2C,105,NULL,15
1998,2C,145,NULL,16
1998,2C,130,NULL,11
1998,2C,90,NULL,10
1998,2C,96,NULL,12
1998,2C,173,24,21
1998,2C,139,19,18
1998,2C,135,NULL,12
1998,2C,145,NULL,17
1998,2C,145,NULL,17
1998,2C,125,19,15
1998,2C,182,21,17
1998,2C,88,NULL,16
1998,2C,135,15,14
1998,2C,84,NULL,13
1998,2C,95,NULL,11
1998,2C,181,25,19
1998,2C,94,NULL,11
1998,2C,97,NULL,10
1998,2C,97,16,12
1998,2C,120,NULL,12
1998,2C,167,21,15
1998,2C,129,16,16
1998,2C,123,10,12
1998,2C,98,NULL,19
1998,2C,131,16,17
1998,2C,105,NULL,11
1998,2C,157,16,16
1998,2C,79,NULL,6
1998,2C,83,NULL,10
1998,2C,163,40,24
1998,2C,130,NULL,20
1998,2C,72,NULL,8
1998,2C,105,16,16
1998,2C,138,17,17
1998,2C,127,NULL,14
1998,2C,100,NULL,11
1998,2C,108,NULL,19
1998,2C,107,NULL,11
1998,2C,106,NULL,11
1998,2C,125,NULL,13
1998,2C,134,NULL,14
1998,2C,99,NULL,10
1998,2C,147,14,13
1998,2C,122,NULL,9
1998,2C,141,NULL,19
1998,2C,74,NULL,9
1998,2C,128,NULL,12
1998,2C,121,NULL,15
1998,2C,81,NULL,11
1998,2C,111,NULL,12
1998,2C,131,23,21
1998,2C,104,NULL,11
1998,2C,100,NULL,10
1998,2C,98,NULL,17
1998,2C,69,NULL,9
1998,2C,82,NULL,11
1998,2C,76,NULL,10
1998,2C,134,NULL,17
1998,2C,92,NULL,17
1998,2C,80,NULL,11
1998,2C,96,NULL,12
1998,2C,90,NULL,12
1998,2C,70,NULL,6
1998,2C,74,NULL,10
1998,2C,75,NULL,11
1998,2C,75,NULL,8
1998,2C,76,NULL,9
1998,2C,90,NULL,10
1998,2C,84,NULL,12
1998,2C,93,NULL,12
1998,2C,77,NULL,11
1998,2C,75,NULL,9
1998,2C,87,NULL,12
1998,2C,74,NULL,11
1998,2C,69,NULL,10
1998,2C,76,NULL,10
1998,2C,63,NULL,8
1998,2C,77,NULL,11
1998,2C,75,NULL,9
1998,2C,96,NULL,15
1998,2C,79,NULL,14
1998,2C,82,NULL,14
1998,2C,85,NULL,12
1998,2C,67,NULL,9
1998,2C,70,NULL,10
1998,2C,69,NULL,10
1998,2C,96,NULL,16
1998,2C,78,NULL,9
1998,2C,84,NULL,10
1998,2C,148,NULL,12
1998,2C,79,NULL,9
1998,2C,64,NULL,11
1998,2C,76,NULL,10
1998,2C,74,NULL,11
1998,2C,94,NULL,12
1998,2C,77,NULL,12
1998,2C,78,NULL,10
1998,2C,79,NULL,11
1998,2C,79,NULL,10
1998,2C,88,NULL,14
1998,2C,70,NULL,10
1998,2C,88,NULL,15
1998,2C,81,NULL,9
1998,2C,77,NULL,11
1998,2C,76,NULL,12
1998,2C,69,NULL,9
1998,2C,88,NULL,10
1998,2C,105,NULL,14
1998,2C,90,NULL,9
1998,2C,77,NULL,10
1998,2C,74,NULL,9
1998,2C,79,NULL,12
1998,2C,80,NULL,13
1998,2C,88,NULL,11
1998,2C,79,NULL,10
1998,2C,83,NULL,10
1998,2C,83,NULL,11
1998,2C,84,NULL,12
1998,2C,79,NULL,11
1998,2C,71,NULL,8
1998,2C,166,NULL,16
1998,2C,85,NULL,15
1998,2C,78,NULL,10
1998,2C,116,NULL,15
1998,2C,133,NULL,15
1998,2C,180,NULL,19
1998,2C,68,NULL,9
1998,2C,105,NULL,11
1998,2C,138,NULL,18
1998,2C,99,NULL,8
1998,2C,79,NULL,9
1998,2C,90,NULL,11
1998,2C,92,NULL,10
1998,2C,98,NULL,12
1998,2C,112,23,20
1998,2C,99,NULL,13
1998,2C,74,NULL,8
1998,2C,130,NULL,15
1998,2C,62,NULL,6
1998,2C,116,NULL,15
1998,2C,94,NULL,11
1998,2C,93,NULL,10
1998,2C,87,NULL,8
1998,2C,77,NULL,10
1998,2C,142,NULL,15
1998,2C,83,NULL,11
1998,2C,95,NULL,9
1998,2C,96,10,9
1998,2C,121,NULL,11
1998,2C,121,NULL,12
1998,2C,66,NULL,6
1998,2C,100,NULL,13
1998,2C,88,NULL,9
1998,2C,65,NULL,6
1998,2C,90,NULL,9
1998,2C,85,NULL,8
1998,2C,97,NULL,11
1998,2C,80,NULL,10
1998,2C,76,NULL,10
1998,2C,74,NULL,8
1998,2C,142,NULL,15
1998,2C,69,NULL,7
1998,2C,69,NULL,10
1998,2C,94,NULL,15
1998,2C,83,NULL,10
1998,2C,84,NULL,10
1998,2C,70,NULL,10
1998,2C,127,NULL,14
1998,2C,70,NULL,10
1998,2C,126,NULL,12
1998,2C,130,NULL,14
1998,2C,76,NULL,13
1998,2C,107,NULL,11
1998,2C,66,NULL,7
1998,2C,64,NULL,8
1998,2C,74,NULL,6
1998,2C,110,NULL,11
1998,2C,75,NULL,7
1998,2C,91,NULL,10
1998,2C,102,NULL,12
1998,2C,135,15,15
1998,2C,75,NULL,10
1998,2C,89,NULL,8
1998,2C,83,NULL,11
1998,2C,96,NULL,11
1998,2C,70,NULL,8
1998,2C,70,NULL,8
1998,2C,145,14,13
1998,2C,131,NULL,13
1998,2C,75,NULL,8
1998,2C,79,NULL,9
1998,2C,86,NULL,11
1998,2C,101,NULL,11
1998,2C,140,14,13
1998,2C,80,NULL,10
1998,2C,75,NULL,10
1998,2C,79,NULL,8
1998,2C,76,NULL,8
1998,2C,81,NULL,11
1998,2C,124,NULL,15
1998,2C,105,NULL,10
1998,2C,104,NULL,11
1998,2C,107,NULL,11
1998,2C,104,NULL,11
1998,2C,97,NULL,10
1998,2C,122,24,16
1998,2C,79,NULL,11
1998,2C,138,NULL,14
1998,2C,169,13,12
1998,2C,128,NULL,13
1998,2C,134,NULL,14
1998,2C,71,NULL,6
1998,2C,93,NULL,10
1998,2C,77,NULL,7
1998,2C,150,12,12
1998,2C,81,NULL,9
1998,2C,105,NULL,13
1998,2C,113,NULL,13
1998,2C,134,11,10
1998,2C,121,NULL,13
1998,2C,78,NULL,10
1998,2C,102,NULL,11
1998,2C,115,NULL,12
1998,2C,98,NULL,11
1998,2C,121,NULL,12
1998,2C,103,NULL,14
1998,2C,76,NULL,8
1998,2C,98,NULL,13
1998,2C,137,12,12
1998,2C,100,NULL,11
1998,2C,81,NULL,10
1998,2C,111,NULL,9
1998,2C,113,NULL,21
1998,2C,142,22,23
1998,2C,145,NULL,17
1998,2C,83,NULL,13
1998,2C,84,NULL,10
1998,2C,85,17,14
1998,2C,94,NULL,15
1998,2C,100,NULL,10
1998,2C,83,NULL,11
1998,2C,90,NULL,10
1998,2C,84,NULL,16
1998,2C,88,NULL,12
1998,2C,102,NULL,15
1998,2C,81,NULL,11
1998,2C,72,NULL,9
1998,2C,80,NULL,13
1998,2C,78,NULL,12
1998,2C,85,NULL,13
1998,2C,75,NULL,10
1998,2C,79,NULL,14
1998,2C,87,18,15
1998,2C,83,NULL,14
1998,2C,76,NULL,11
1998,2C,72,NULL,11
1998,2C,79,NULL,10
1998,2C,77,NULL,11
1998,2C,83,NULL,13
1998,2C,149,23,15
1998,2C,85,NULL,11
1998,2C,105,NULL,14
1998,2C,104,NULL,17
1998,2C,86,16,10
1998,2C,86,NULL,12
1998,2C,87,NULL,10
1998,2C,96,NULL,12
1998,2C,105,16,15
1998,2C,82,14,9
1998,2C,94,NULL,19
1998,2C,97,NULL,10
1998,2C,100,NULL,12
1998,2C,77,NULL,7
1998,2C,108,NULL,11
1998,2C,84,NULL,11
1998,2C,68,NULL,7
1998,2C,84,NULL,10
1998,2C,73,NULL,10
1998,2C,74,NULL,10
1998,2C,79,NULL,8
1998,2C,124,NULL,13
1998,2C,84,NULL,9
1998,2C,91,NULL,9
1998,2C,97,NULL,11
1998,2C,82,NULL,8
1998,2C,83,NULL,10
1998,2C,88,NULL,10
1998,2C,90,NULL,12
1998,2C,77,NULL,7
1998,2C,86,NULL,11
1998,2C,69,NULL,8
1998,2C,120,NULL,11
1998,2C,93,NULL,12
1998,2C,68,NULL,8
1998,2C,82,NULL,7
1998,2C,81,NULL,11
1998,2C,84,NULL,16
1998,2C,94,NULL,15
1998,2C,90,16,17
1998,2C,96,NULL,13
1998,2C,85,NULL,10
1998,2C,83,NULL,11
1998,2C,72,NULL,9
1998,2C,75,NULL,11
1998,2C,68,NULL,9
1998,2C,99,NULL,16
1998,2C,78,NULL,11
1998,2C,113,NULL,12
1998,2C,107,NULL,11
1998,2C,149,NULL,15
1998,2C,127,NULL,11
1998,2C,83,NULL,8
1998,2C,119,NULL,15
1998,2C,112,NULL,14
1998,2C,115,NULL,14
1998,2C,108,NULL,15
1998,2C,87,NULL,10
1998,2C,90,NULL,10
1998,2C,86,NULL,8
1998,2C,140,21,25
1998,2C,94,NULL,13
1998,2C,81,NULL,9
1998,2C,100,NULL,15
1998,2C,86,NULL,12
1998,2C,144,NULL,13
1998,2C,158,NULL,17
1998,2C,84,NULL,9
1998,2C,80,NULL,11
1998,2C,81,NULL,8
1998,2C,60,NULL,6
1998,2C,90,NULL,14
1998,2C,80,NULL,9
1998,2C,85,NULL,11
1998,2C,139,NULL,13
1998,2C,84,NULL,14
1998,2C,75,NULL,11
1998,2C,74,NULL,9
1998,2C,83,NULL,14
1998,2C,70,NULL,10
1998,2C,69,NULL,10
1998,2C,86,NULL,13
1998,2C,157,NULL,19
1998,2C,154,15,16
1998,2C,70,NULL,11
1998,2C,86,NULL,11
1998,2C,97,NULL,11
1998,2C,67,NULL,10
1998,2C,108,NULL,12
1998,2C,78,NULL,11
1998,2C,96,NULL,12
1998,2C,102,NULL,10
1998,2C,71,NULL,12
1998,2C,73,NULL,9
1998,2C,84,NULL,13
1998,2C,81,NULL,10
1998,2C,77,NULL,11
1998,2C,83,NULL,10
1998,2C,90,18,15
1998,2C,83,NULL,11
1998,2C,75,NULL,13
1998,2C,80,NULL,10
1998,2C,73,NULL,9
1998,2C,77,NULL,11
1998,2C,64,NULL,10
1998,2C,67,NULL,10
1998,2C,80,NULL,11
1998,2C,76,NULL,13
1998,2C,67,NULL,10
1998,2C,65,NULL,8
1998,2C,71,NULL,9
1998,2C,69,NULL,9
1998,2C,98,NULL,11
1998,2C,84,NULL,9
1998,2C,79,NULL,11
1998,2C,77,NULL,11
1998,2C,87,NULL,9
1998,2C,131,NULL,18
1998,2C,107,NULL,10
1998,2C,81,NULL,10
1998,2C,75,NULL,8
1998,2C,82,NULL,10
1998,2C,122,NULL,13
1998,2C,133,NULL,21
1998,2C,95,NULL,15
1998,2C,102,NULL,12
1998,2C,117,NULL,14
1998,2C,118,NULL,14
1998,2C,78,NULL,10
1998,2C,76,NULL,10
1998,2C,74,13,13
1998,2C,77,NULL,11
1998,2C,136,NULL,16
1998,2C,70,NULL,9
1998,2C,76,NULL,11
1998,2C,74,NULL,11
1998,2C,70,NULL,9
1998,2C,75,NULL,12
1998,2C,94,NULL,13
1998,2C,65,NULL,5
1998,2C,72,NULL,8
1998,2C,98,NULL,13
1998,2C,126,14,15
1998,2C,72,NULL,13
1998,2C,135,NULL,17
1998,2C,88,NULL,10
1998,2C,96,NULL,17
1998,2C,74,NULL,11
1998,2C,95,NULL,15
1998,2C,94,NULL,10
1998,2C,98,NULL,13
1998,2C,73,NULL,9
1998,2C,98,NULL,11
1998,2C,101,NULL,13
1998,2C,87,NULL,14
1998,2C,151,NULL,19
1998,2C,74,NULL,8
1998,2C,74,NULL,11
1998,2C,132,40,27
1998,2C,76,NULL,11
1998,2C,101,NULL,11
1998,2C,81,15,14
1998,2C,116,15,13
1998,2C,101,NULL,15
1998,2C,84,NULL,13
1998,2C,90,NULL,11
1998,2C,110,NULL,15
1998,2C,111,NULL,12
1998,2C,101,NULL,11
1998,2C,100,NULL,13
1998,2C,77,NULL,9
1998,2C,125,NULL,13
1998,2C,87,NULL,11
1998,2C,112,21,21
1998,2C,148,NULL,18
1998,2C,103,NULL,11
1998,2C,92,NULL,16
1998,2C,114,NULL,15
1998,2C,97,NULL,11
1998,2C,94,NULL,12
1998,2C,106,NULL,11
1998,2C,90,NULL,9
1998,2C,92,NULL,11
1998,2C,68,NULL,10
1998,2C,108,NULL,11
1998,2C,94,NULL,14
1998,2C,142,18,18
1998,2C,110,NULL,15
1998,2C,74,NULL,11
1998,2C,104,NULL,16
1998,2C,78,NULL,8
1998,2C,74,NULL,12
1998,2C,74,NULL,12
1998,2C,104,NULL,14
1998,2C,126,NULL,14
1998,2C,94,NULL,11
1998,2C,69,NULL,11
1998,2C,87,NULL,17
1998,2C,90,NULL,11
1998,2C,169,NULL,27
1998,2C,171,NULL,20
1998,2C,121,NULL,15
1998,2C,159,21,20
1998,2C,84,NULL,12
1998,2C,140,NULL,18
1998,2C,91,NULL,11
1998,2C,72,NULL,10
1998,2C,83,NULL,10
1998,2C,81,NULL,8
1998,2C,118,NULL,9
1998,2C,129,NULL,12
1998,2C,82,NULL,9
1998,2C,148,17,17
1998,2C,124,22,20
1998,2C,88,NULL,10
1998,2C,98,NULL,16
1998,2C,142,NULL,14
1998,2C,84,NULL,11
1998,2C,180,NULL,15
1998,2C,86,NULL,10
1998,2C,94,NULL,14
1998,2C,128,NULL,18
1998,2C,116,NULL,14
1998,2C,100,NULL,20
1998,2C,73,NULL,11
1998,2C,94,NULL,13
1998,2C,76,NULL,11
1998,2C,80,NULL,11
1998,2C,113,21,20
1998,2C,83,NULL,10
1998,2C,107,NULL,12
1998,2C,93,NULL,8
1998,2C,119,NULL,9
1998,2C,112,NULL,10
1998,2C,80,NULL,10
1998,2C,146,NULL,12
1998,2C,119,NULL,9
1998,2C,111,NULL,11
1998,2C,130,NULL,11
1998,2C,89,NULL,6
1998,2C,106,NULL,9
1998,2C,110,NULL,11
1998,2C,114,NULL,11
1998,2C,69,NULL,9
1998,2C,81,NULL,10
1998,2C,74,NULL,9
1998,2C,114,NULL,11
1998,2C,97,NULL,10
1998,2C,82,NULL,11
1998,2C,73,NULL,11
1998,2C,88,NULL,10
1998,2C,84,NULL,10
1998,2C,62,NULL,6
1998,2C,143,NULL,14
1998,2C,71,NULL,11
1998,2C,106,NULL,14
1998,2C,167,17,17
1998,2C,119,NULL,11
1998,2C,116,NULL,9
1998,2C,146,NULL,15
1998,2C,91,NULL,10
1998,2C,79,NULL,11
1998,2C,174,NULL,18
1998,2C,155,15,14
1998,2C,148,12,13
1998,2C,84,NULL,10
1998,2C,72,NULL,10
1998,2C,89,NULL,11
1998,2C,117,NULL,15
1998,2C,124,NULL,14
1998,2C,124,NULL,13
1998,2C,111,NULL,15
1998,2C,99,NULL,13
1998,2C,116,24,21
1998,2C,78,NULL,10
1998,2C,83,NULL,10
1998,2C,151,29,28
1998,2C,133,NULL,12
1998,2C,133,14,16
1998,2C,111,NULL,12
1998,2C,154,16,19
1998,2C,148,NULL,20
1998,2C,127,NULL,16
1998,2C,105,NULL,14
1998,2C,120,NULL,14
1998,2C,97,NULL,11
1998,2C,134,NULL,14
1998,2C,106,NULL,13
1998,2C,138,NULL,13
1998,2C,137,NULL,16
1998,2C,150,NULL,20
1998,2C,126,NULL,17
1998,2C,116,NULL,18
1998,2C,67,NULL,10
1998,2C,73,NULL,11
1998,2C,87,NULL,11
1998,2C,84,NULL,11
1998,2C,128,NULL,15
1998,2C,107,NULL,9
1998,2C,95,NULL,9
1998,2C,154,NULL,16
1998,2C,114,NULL,15
1998,2C,96,NULL,10
1998,2C,120,NULL,11
1998,2C,123,17,14
1998,2C,69,NULL,9
1998,2C,90,NULL,13
1998,2C,118,NULL,10
1998,2C,94,NULL,11
1998,2C,106,NULL,10
1998,2C,121,NULL,13
1998,2C,88,NULL,11
1998,2C,73,NULL,11
1998,2C,104,NULL,13
1998,2C,90,NULL,9
1998,2C,91,NULL,11
1998,2C,87,NULL,11
1998,2C,101,NULL,10
1998,2C,126,NULL,14
1998,2C,112,NULL,12
1998,2C,84,NULL,15
1998,2C,100,NULL,11
1998,2C,83,NULL,7
1998,2C,140,14,13
1998,2C,71,NULL,7
1998,2C,138,NULL,13
1998,2C,146,NULL,15
1998,2C,101,NULL,14
1998,2C,102,NULL,10
1998,2C,77,NULL,10
1998,2C,101,NULL,8
1998,2C,83,NULL,11
1998,2C,85,NULL,9
1998,2C,102,NULL,12
1998,2C,76,NULL,9
1998,2C,87,NULL,9
1998,2C,66,NULL,9
1998,2C,69,NULL,9
1998,2C,74,NULL,8
1998,2C,81,NULL,11
1998,2C,88,NULL,11
1998,2C,78,NULL,8
1998,2C,74,NULL,8
1998,2C,76,15,13
1998,2C,70,NULL,8
1998,2C,130,NULL,13
1998,2C,116,NULL,12
1998,2C,103,NULL,13
1998,2C,80,NULL,9
1998,2C,74,NULL,10
1998,2C,83,NULL,8
1998,2C,86,NULL,12
1998,2C,96,NULL,10
1998,2C,179,29,18
1998,2C,147,NULL,22
1998,2C,114,NULL,14
1998,2C,79,NULL,10
1998,2C,125,17,16
1998,2C,86,NULL,10
1998,2C,117,NULL,15
1998,2C,143,20,16
1998,2C,116,NULL,13
1998,2C,122,NULL,13
1998,2C,136,NULL,13
1998,2C,122,NULL,10
1998,2C,130,NULL,11
1998,2C,140,NULL,12
1998,2C,128,NULL,12
1998,2C,115,NULL,10
1998,2C,132,NULL,14
1998,2C,92,NULL,7
1998,2C,92,NULL,9
1998,2C,120,NULL,11
1998,2C,143,NULL,14
1998,2C,126,NULL,12
1998,2C,70,NULL,7
1998,2C,80,NULL,9
1998,2C,85,NULL,11
1998,2C,79,NULL,10
1998,2C,152,18,17
1998,2C,69,NULL,9
1998,2C,135,NULL,11
1998,2C,83,NULL,14
1998,2C,142,NULL,14
1998,2C,72,NULL,10
1998,2C,105,NULL,21
1998,2C,114,NULL,15
1998,2C,131,NULL,16
1998,2C,108,20,21
1998,2C,114,NULL,12
1998,2C,109,NULL,13
1998,2C,100,NULL,12
1998,2C,166,14,14
1998,2C,135,NULL,9
1998,2C,81,NULL,9
1998,2C,92,NULL,8
1998,2C,72,NULL,5
1998,2C,61,NULL,5
1998,2C,74,NULL,11
1998,2C,74,NULL,11
1998,2C,96,NULL,13
1998,2C,166,30,30
1998,2C,78,NULL,11
1998,2C,89,NULL,10
1998,2C,77,NULL,10
1998,2C,66,NULL,8
1998,2C,146,NULL,15
1998,2C,125,NULL,14
1998,2C,86,NULL,9
1998,2C,81,NULL,11
1998,2C,83,NULL,11
1998,2C,104,NULL,10
1998,2C,78,NULL,10
1998,2C,77,NULL,8
1998,3A,94,NULL,11
1998,3A,98,NULL,14
1998,3A,140,28,23
1998,3A,98,NULL,15
1998,3A,100,NULL,12
1998,3A,107,NULL,12
1998,3A,92,NULL,14
1998,3A,94,NULL,12
1998,3A,89,NULL,9
1998,3A,102,NULL,15
1998,3A,93,NULL,14
1998,3A,76,NULL,12
1998,3A,122,NULL,16
1998,3A,106,22,16
1998,3A,101,NULL,19
1998,3A,92,17,14
1998,3A,95,NULL,15
1998,3A,109,NULL,16
1998,3A,85,NULL,14
1998,3A,84,NULL,13
1998,3A,74,NULL,11
1998,3A,85,NULL,13
1998,3A,72,NULL,11
1998,3A,137,NULL,17
1998,3A,162,NULL,16
1998,3A,87,NULL,10
1998,3A,81,NULL,13
1998,3A,100,NULL,13
1998,3A,97,NULL,12
1998,3A,100,NULL,16
1998,3A,110,NULL,14
1998,3A,110,NULL,14
1998,3A,140,NULL,13
1998,3A,104,NULL,13
1998,3A,90,NULL,14
1998,3A,80,NULL,15
1998,3A,90,NULL,11
1998,3A,137,NULL,15
1998,3A,85,NULL,13
1998,3A,80,NULL,7
1998,3A,109,NULL,16
1998,3A,90,18,19
1998,3A,122,NULL,15
1998,3A,106,NULL,12
1998,3A,118,20,18
1998,3A,85,NULL,11
1998,3A,92,NULL,14
1998,3A,83,NULL,15
1998,3A,104,NULL,12
1998,3A,83,15,14
1998,3A,97,NULL,17
1998,3A,95,NULL,13
1998,3A,132,NULL,18
1998,3A,102,NULL,15
1998,3A,87,NULL,13
1998,3A,156,NULL,14
1998,3A,85,NULL,11
1998,3A,96,NULL,13
1998,3A,98,NULL,14
1998,3A,80,NULL,14
1998,3A,99,17,17
1998,3A,76,NULL,8
1998,3A,110,NULL,13
1998,3A,92,NULL,11
1998,3A,100,NULL,14
1998,3A,80,NULL,13
1998,3A,89,NULL,11
1998,3A,120,NULL,16
1998,3A,79,NULL,10
1998,3A,98,NULL,13
1998,3A,92,NULL,12
1998,3A,86,NULL,10
1998,3A,118,NULL,15
1998,3A,77,NULL,8
1998,3A,107,NULL,17
1998,3A,159,NULL,19
1998,3A,81,NULL,15
1998,3A,72,NULL,12
1998,3A,61,NULL,6
1998,3A,74,NULL,13
1998,3A,79,12,13
1998,3A,93,NULL,11
1998,3A,120,NULL,13
1998,3A,88,NULL,10
1998,3A,140,13,12
1998,3A,103,NULL,15
1998,3A,73,NULL,8
1998,3A,83,NULL,10
1998,3A,88,NULL,18
1998,3A,87,NULL,11
1998,3A,99,NULL,12
1998,3A,98,NULL,13
1998,3A,128,19,19
1998,3A,104,NULL,12
1998,3A,119,NULL,11
1998,3A,91,NULL,14
1998,3A,105,NULL,13
1998,3A,93,NULL,17
1998,3A,87,NULL,11
1998,3A,95,18,15
1998,3A,99,NULL,14
1998,3A,90,NULL,14
1998,3A,104,NULL,11
1998,3A,115,NULL,14
1998,3A,92,NULL,10
1998,3A,72,NULL,11
1998,3A,114,NULL,13
1998,3A,75,NULL,13
1998,3A,132,NULL,13
1998,3A,93,NULL,10
1998,3A,102,NULL,11
1998,3A,98,NULL,17
1998,3A,100,NULL,19
1998,3A,76,NULL,10
1998,3A,92,NULL,14
1998,3A,68,NULL,11
1998,3A,98,NULL,9
1998,3A,113,NULL,12
1998,3A,163,15,15
1998,3A,125,NULL,14
1998,3A,119,NULL,14
1998,3A,97,NULL,12
1998,3A,82,NULL,14
1998,3A,108,15,14
1998,3A,108,NULL,11
1998,3A,131,NULL,16
1998,3A,101,NULL,18
1998,3A,94,18,17
1998,3A,107,NULL,15
1998,3A,92,NULL,13
1998,3A,89,NULL,14
1998,3A,83,NULL,11
1998,3A,84,NULL,14
1998,3A,88,NULL,11
1998,3A,80,NULL,12
1998,3A,82,NULL,14
1998,3A,80,NULL,9
1998,3A,89,NULL,13
1998,3A,86,NULL,11
1998,3A,98,NULL,12
1998,3A,94,NULL,15
1998,3A,102,NULL,10
1998,3A,92,NULL,10
1998,3A,86,NULL,13
1998,3A,83,NULL,13
1998,3A,93,NULL,9
1998,3A,103,NULL,11
1998,3A,103,NULL,11
1998,3A,150,NULL,14
1998,3A,85,NULL,9
1998,3A,82,NULL,13
1998,3A,85,NULL,11
1998,3A,81,NULL,14
1998,3A,97,NULL,12
1998,3A,82,NULL,10
1998,3A,90,NULL,13
1998,3A,86,NULL,11
1998,3A,128,NULL,18
1998,3A,83,18,16
1998,3A,113,NULL,14
1998,3A,99,NULL,12
1998,3A,76,NULL,10
1998,3A,100,NULL,9
1998,3A,92,NULL,9
1998,3A,91,NULL,10
1998,3A,101,NULL,10
1998,3A,89,NULL,10
1998,3A,93,NULL,11
1998,3A,92,NULL,12
1998,3A,116,NULL,17
1998,3A,119,NULL,12
1998,3A,102,NULL,13
1998,3A,91,NULL,15
1998,3A,132,NULL,18
1998,3A,81,NULL,15
1998,3A,86,NULL,11
1998,3A,108,NULL,19
1998,3A,110,NULL,15
1998,3A,118,NULL,15
1998,3A,90,NULL,10
1998,3A,98,NULL,13
1998,3A,114,NULL,12
1998,3A,96,NULL,11
1998,3A,94,NULL,13
1998,3A,113,NULL,14
1998,3A,94,NULL,11
1998,3A,129,15,12
1998,3A,159,19,15
1998,3A,125,NULL,11
