 select hdr.[year], pos.RegArea, hal.frklen, hal.bbage, hal.srfage
from stlHeader hdr, stlHalibut hal, stlStationPositions pos
where hdr.[year] between 1998 and 2011 and hdr.stlkey = hal.stlkey and STR(hdr.stnno,4,0) = pos.Station and
      hdr.[year] = pos.[Year] and hdr.prpcde IN ('SG','ES','BG','DE','SE') and
      (hal.srfage IS NOT NULL or hal.bbage IS NOT NULL)

	
year,area,length,bbage,srfage
2004,2B,85,5,NULL
2004,2B,86,10,NULL
2004,2B,80,6,NULL
2004,2B,86,15,NULL
2004,2B,67,5,NULL
2004,2B,95,19,NULL
2004,2B,87,15,NULL
2004,2B,65,4,NULL
2004,2B,69,9,NULL
2004,2B,68,5,NULL
2004,2B,80,9,NULL
2004,2B,87,9,NULL
2004,2B,77,17,NULL
2004,2B,85,9,NULL
2004,2B,78,7,NULL
2004,2B,76,7,NULL
2004,2B,83,15,NULL
2004,2B,95,9,NULL
2004,2B,102,11,NULL
2004,2B,91,11,NULL
2004,2B,97,23,NULL
2004,2B,64,5,NULL
2004,2B,77,8,NULL
2004,2B,82,18,NULL
2004,2B,107,13,NULL
2004,2B,80,7,NULL
2004,2B,82,8,NULL
2004,2B,74,10,NULL
2004,2B,73,9,NULL
2004,2B,74,8,NULL
2004,2B,76,9,NULL
2004,2B,88,9,NULL
2004,2B,77,8,NULL
2004,2B,72,5,NULL
2004,2B,73,9,NULL
2004,2B,82,11,NULL
2004,2B,95,12,NULL
2004,2B,79,10,NULL
2004,2B,86,16,NULL
2004,2B,87,19,NULL
2004,2B,73,10,NULL
2004,2B,64,6,NULL
2004,2B,74,9,NULL
2004,2B,79,15,NULL
2004,2B,65,5,NULL
2004,2B,71,7,NULL
2004,2B,78,7,NULL
2004,2B,82,16,NULL
2004,2B,94,9,NULL
2004,2B,95,15,NULL
2004,2B,76,10,NULL
2004,2B,86,15,NULL
2004,2B,87,7,NULL
2004,2B,75,7,NULL
2004,2B,85,13,NULL
2004,2B,79,9,NULL
2004,2B,86,10,NULL
2004,2B,97,11,NULL
2004,2B,118,16,NULL
2004,2B,136,15,NULL
2004,2B,109,13,NULL
2004,2B,112,12,NULL
2004,2B,119,14,NULL
2004,2B,96,9,NULL
2004,3A,90,10,NULL
2004,3A,101,18,NULL
2004,3A,97,14,NULL
2004,3A,82,11,NULL
2004,3A,88,18,NULL
2004,3A,89,19,NULL
2004,3A,92,15,NULL
2004,3A,80,9,NULL
2004,3A,94,13,NULL
2004,3A,101,17,NULL
2004,3A,102,15,NULL
2004,3A,81,15,NULL
2004,3A,86,20,NULL
2004,3A,83,16,NULL
2004,3A,92,15,NULL
2004,3A,97,12,NULL
2004,3A,84,18,NULL
2004,3A,115,21,NULL
2004,3A,80,19,NULL
2004,3A,85,16,NULL
2004,3A,88,11,NULL
2004,3A,84,17,NULL
2004,3A,102,15,NULL
2004,3A,78,11,NULL
2004,3A,70,10,NULL
2004,3A,77,13,NULL
2004,3A,80,20,NULL
2004,3A,87,20,NULL
2004,3A,89,16,NULL
2004,3A,72,9,NULL
2004,3A,102,14,NULL
2004,3A,98,14,NULL
2004,3A,72,8,NULL
2004,3A,78,14,NULL
2004,3A,128,18,NULL
2004,3A,76,12,NULL
2004,3A,88,15,NULL
2004,3A,85,14,NULL
2004,3A,85,20,NULL
2004,3A,98,17,NULL
2004,3A,80,14,NULL
2004,3A,85,8,NULL
2004,3A,82,15,NULL
2004,3A,76,10,NULL
2004,3A,81,21,NULL
2004,3A,90,15,NULL
2004,3A,85,11,NULL
2004,3A,101,16,NULL
2004,3A,166,23,NULL
2004,3A,80,17,NULL
2004,3A,88,14,NULL
2004,3A,113,16,NULL
2004,3A,73,7,NULL
2004,3A,90,24,NULL
2004,3A,126,18,NULL
2004,3A,97,17,NULL
2004,3A,74,12,NULL
2004,3A,74,10,NULL
2004,3A,68,10,NULL
2004,3A,77,14,NULL
2004,3A,91,15,NULL
2004,3A,79,18,NULL
2004,3A,68,9,NULL
2004,3A,78,10,NULL
2004,3A,85,17,NULL
2004,3A,100,17,NULL
2004,3A,86,11,NULL
2004,3A,80,15,NULL
2004,3A,86,17,NULL
2004,3A,102,16,NULL
2004,3A,72,9,NULL
2004,3A,86,17,NULL
2004,3A,108,16,NULL
2004,3A,73,14,NULL
2004,3A,68,10,NULL
2004,3A,90,15,NULL
2004,3A,82,19,NULL
2004,3A,76,18,NULL
2004,3A,83,18,NULL
2004,3A,89,14,NULL
2004,3A,81,19,NULL
2004,3A,83,16,NULL
2004,3A,79,10,NULL
2004,3A,76,18,NULL
2004,3A,78,8,NULL
2004,3A,92,16,NULL
2004,3A,75,13,NULL
2004,3A,85,21,NULL
2004,3A,78,10,NULL
2004,3A,74,9,NULL
2004,3A,87,16,NULL
2004,3A,92,19,NULL
2004,3A,103,18,NULL
2004,3A,106,14,NULL
2004,3A,108,17,NULL
2004,3A,102,17,NULL
2004,3A,101,15,NULL
2004,3A,111,19,NULL
2004,3A,100,18,NULL
2004,3A,78,10,NULL
2004,3A,105,12,NULL
2004,3A,110,16,NULL
2004,3A,65,8,NULL
2004,3A,107,15,NULL
2004,3A,84,18,NULL
2004,3A,74,9,NULL
2004,3A,75,13,NULL
2004,3A,86,16,NULL
2004,3A,82,21,NULL
2004,3A,73,8,NULL
2004,3A,72,10,NULL
2004,3A,79,14,NULL
2004,3A,69,8,NULL
2004,3A,81,14,NULL
2004,3A,109,23,NULL
2004,3A,77,10,NULL
2004,3A,85,12,NULL
2004,3A,96,10,NULL
2004,3A,82,13,NULL
2004,3A,86,17,NULL
2004,3A,86,11,NULL
2004,3A,77,17,NULL
2004,3A,85,19,NULL
2004,3A,103,17,NULL
2004,3A,102,21,NULL
2004,3A,94,9,NULL
2004,3A,92,14,NULL
2004,3A,109,17,NULL
2004,3A,85,12,NULL
2004,3A,95,14,NULL
2004,3A,131,17,NULL
2004,3A,78,14,NULL
2004,3A,99,25,NULL
2004,3A,83,9,NULL
2004,3A,107,13,NULL
2004,3A,90,21,NULL
2004,3A,76,9,NULL
2004,3A,106,18,NULL
2004,3A,81,17,NULL
2004,3A,90,16,NULL
2004,3A,82,10,NULL
2004,3A,88,16,NULL
2004,3A,87,18,NULL
2004,3A,81,9,NULL
2004,3A,68,6,NULL
2004,3A,83,11,NULL
2004,3A,78,15,NULL
2004,3A,66,7,NULL
2004,3A,82,15,NULL
2004,3A,69,10,NULL
2004,3A,74,10,NULL
2004,3A,86,15,NULL
2004,3A,74,13,NULL
2004,3A,87,20,NULL
2004,3A,121,26,NULL
2004,3A,75,9,NULL
2004,3A,70,11,NULL
2004,3A,100,15,NULL
2004,3A,80,10,NULL
2004,3A,82,10,NULL
2004,3A,88,21,NULL
2004,3A,113,14,NULL
2004,3A,119,17,NULL
2004,3A,86,10,NULL
2004,3A,99,18,NULL
2004,3A,102,20,NULL
2004,3A,93,11,NULL
2004,3A,89,17,NULL
2004,3A,75,14,NULL
2004,3A,113,17,NULL
2004,3A,108,18,NULL
2004,3A,66,6,NULL
2004,3A,123,9,NULL
2004,3A,94,13,NULL
2004,3A,79,13,NULL
2004,3A,86,10,NULL
2004,3A,71,8,NULL
2004,3A,149,18,NULL
2004,3A,82,17,NULL
2004,3A,85,19,NULL
2004,3A,76,12,NULL
2004,3A,72,9,NULL
2004,3A,86,11,NULL
2004,3A,78,17,NULL
2004,3A,106,16,NULL
2004,3A,88,13,NULL
2004,3A,90,8,NULL
2004,3A,74,8,NULL
2004,3A,84,18,NULL
2004,3A,82,14,NULL
2004,3A,80,13,NULL
2004,3A,101,19,NULL
2004,3A,82,10,NULL
2004,3A,85,11,NULL
2004,3A,75,11,NULL
2004,3A,71,7,NULL
2004,3A,111,16,NULL
2004,3A,86,12,NULL
2004,3A,81,17,NULL
2004,3A,82,11,NULL
2004,3A,76,8,NULL
2004,3A,76,16,NULL
2004,3A,138,17,NULL
2004,3A,101,12,NULL
2004,3A,92,21,NULL
2004,3A,70,9,NULL
2004,3A,100,16,NULL
2004,3A,64,7,NULL
2004,3A,124,18,NULL
2004,3A,81,17,NULL
2004,3A,119,15,NULL
2004,3A,101,15,NULL
2004,3A,94,14,NULL
2004,3A,84,13,NULL
2004,3A,84,10,NULL
2004,3A,80,21,NULL
2004,3A,83,17,NULL
2004,3A,86,20,NULL
2004,3A,95,14,NULL
2004,3A,63,8,NULL
2004,3A,75,8,NULL
2004,3A,108,17,NULL
2004,3A,77,9,NULL
2004,3A,75,13,NULL
2004,3A,99,15,NULL
2004,3A,100,12,NULL
2004,3A,102,16,NULL
2004,3A,81,16,NULL
2004,3A,78,8,NULL
2004,3A,81,15,NULL
2004,3A,101,16,NULL
2004,3A,89,17,NULL
2004,3A,71,9,NULL
2004,3A,88,10,NULL
2004,3A,123,20,NULL
2004,3A,103,15,NULL
2004,3A,99,14,NULL
2004,3A,74,13,NULL
2004,3A,73,15,NULL
2004,3A,77,16,NULL
2004,3A,91,22,NULL
2004,3A,75,10,NULL
2004,3A,83,20,NULL
2004,3A,88,12,NULL
2004,3A,68,7,NULL
2004,3A,75,10,NULL
2004,3A,95,9,NULL
2004,3A,82,11,NULL
2004,3A,85,21,NULL
2004,3A,80,22,NULL
2004,3A,99,13,NULL
2004,3A,83,13,NULL
2004,3A,98,17,NULL
2004,3A,83,13,NULL
2004,3A,74,12,NULL
2004,3A,96,14,NULL
2004,3A,84,13,NULL
2004,3A,93,14,NULL
2004,3A,80,9,NULL
2004,3A,91,19,NULL
2004,3A,79,10,NULL
2004,3A,74,9,NULL
2004,3A,101,17,NULL
2004,3A,80,11,NULL
2004,3A,75,13,NULL
2004,3A,78,11,NULL
2004,3A,67,9,NULL
2004,3A,88,22,NULL
2004,3A,70,12,NULL
2004,3A,82,18,NULL
2004,3A,79,10,NULL
2004,3A,76,11,NULL
2004,3A,86,19,NULL
2004,3A,81,13,NULL
2004,3A,70,7,NULL
2004,3A,111,15,NULL
2004,3A,61,7,NULL
2004,3A,69,9,NULL
2004,3A,115,16,NULL
2004,3A,77,16,NULL
2004,3A,95,14,NULL
2004,3A,84,21,NULL
2004,3A,84,15,NULL
2004,3A,94,15,NULL
2004,3A,131,23,NULL
2004,3A,98,14,NULL
2004,3A,102,14,NULL
2004,3A,84,14,NULL
2004,3A,75,11,NULL
2004,3A,71,11,NULL
2004,3A,87,14,NULL
2004,3A,120,20,NULL
2004,3A,87,27,NULL
2004,3A,86,17,NULL
2004,3A,86,12,NULL
2004,3A,130,22,NULL
2004,3A,86,20,NULL
2004,3A,91,12,NULL
2004,3A,117,16,NULL
2004,3A,138,24,NULL
2004,3A,109,17,NULL
2004,3A,69,13,NULL
2004,3A,86,12,NULL
2004,3A,105,18,NULL
2004,3A,109,21,NULL
2004,3A,83,10,NULL
2004,3A,90,12,NULL
2004,3A,94,12,NULL
2004,3A,111,13,NULL
2004,3A,108,23,NULL
2004,3A,89,12,NULL
2004,3A,100,16,NULL
2004,3A,106,16,NULL
2004,3A,100,18,NULL
2004,3A,114,16,NULL
2004,3A,103,16,NULL
2004,3A,93,13,NULL
2004,3A,72,8,NULL
2004,3A,105,15,NULL
2004,3A,104,15,NULL
2004,3A,96,22,NULL
2004,3A,103,22,NULL
2004,3A,71,7,NULL
2004,3A,92,12,NULL
2004,3A,113,17,NULL
2004,3A,83,15,NULL
2004,3A,79,18,NULL
2004,3A,79,10,NULL
2004,3A,93,12,NULL
2004,3A,89,17,NULL
2004,3A,85,27,NULL
2004,3A,86,14,NULL
2004,3A,134,22,NULL
2004,3A,82,19,NULL
2004,3A,94,21,NULL
2004,3A,83,10,NULL
2004,3A,80,18,NULL
2004,3A,83,11,NULL
2004,3A,90,18,NULL
2004,3A,93,15,NULL
2004,3A,72,10,NULL
2004,3A,96,16,NULL
2004,3A,92,16,NULL
2004,3A,87,15,NULL
2004,3A,79,22,NULL
2004,3A,82,15,NULL
2004,3A,103,27,NULL
2004,3A,92,19,NULL
2004,3A,85,15,NULL
2004,3A,114,30,NULL
2004,3A,104,15,NULL
2004,3A,109,16,NULL
2004,3A,105,15,NULL
2004,3A,95,29,NULL
2004,3A,81,11,NULL
2004,3A,91,19,NULL
2004,3A,107,15,NULL
2004,3A,102,22,NULL
2004,3A,109,21,NULL
2004,3A,154,21,NULL
2004,3A,99,16,NULL
2004,3A,117,21,NULL
2004,3A,96,13,NULL
2004,3A,133,19,NULL
2004,3A,69,8,NULL
2004,3A,82,15,NULL
2004,3A,81,15,NULL
2004,3A,91,18,NULL
2004,3A,89,11,NULL
2004,3A,83,18,NULL
2004,3A,88,17,NULL
2004,3A,88,20,NULL
2004,3A,89,16,NULL
2004,3A,88,16,NULL
2004,3A,87,20,NULL
2004,3A,80,20,NULL
2004,3A,87,15,NULL
2004,3A,136,22,NULL
2004,3A,81,12,NULL
2004,3A,68,9,NULL
2004,3A,88,25,NULL
2004,3A,56,5,NULL
2004,3A,59,5,NULL
2004,3A,88,18,NULL
2004,3A,79,14,NULL
2004,3A,77,13,NULL
2004,3A,79,20,NULL
2004,3A,85,17,NULL
2004,3A,74,8,NULL
2004,3A,65,5,NULL
2004,3A,81,15,NULL
2004,3A,77,15,NULL
2004,3A,69,10,NULL
2004,3A,72,9,NULL
2004,3A,78,13,NULL
2004,3A,101,15,NULL
2004,3A,91,23,NULL
2004,3A,126,19,NULL
2004,3A,134,14,NULL
2004,3A,95,21,NULL
2004,3A,87,11,NULL
2004,3A,77,10,NULL
2004,3A,64,9,NULL
2004,3A,84,14,NULL
2004,3A,80,12,NULL
2004,3A,82,16,NULL
2004,3A,86,10,NULL
2004,3A,74,9,NULL
2004,3A,87,14,NULL
2004,3A,76,15,NULL
2004,3A,86,14,NULL
2004,3A,100,16,NULL
2004,3A,82,20,NULL
2004,3A,92,17,NULL
2004,3A,107,14,NULL
2004,3A,93,16,NULL
2004,3A,84,17,NULL
2004,3A,94,15,NULL
2004,3A,91,20,NULL
2004,3A,81,13,NULL
2004,3A,87,12,NULL
2004,3A,100,19,NULL
2004,3A,104,13,NULL
2004,3A,115,18,NULL
2004,3A,86,18,NULL
2004,3A,83,16,NULL
2004,3A,86,16,NULL
2004,3A,88,22,NULL
2004,3A,88,10,NULL
2004,3A,77,9,NULL
2004,3A,72,10,NULL
2004,3A,108,17,NULL
2004,3A,90,10,NULL
2004,3A,91,18,NULL
2004,3A,87,19,NULL
2004,3A,85,24,NULL
2004,3A,96,10,NULL
2004,3A,82,14,NULL
2004,3A,64,8,NULL
2004,3A,98,26,NULL
2004,3A,93,23,NULL
2004,3A,76,10,NULL
2004,3A,72,9,NULL
2004,3A,83,9,NULL
2004,3A,110,16,NULL
2004,3A,79,9,NULL
2004,3A,100,15,NULL
2004,3A,82,20,NULL
2004,3A,89,14,NULL
2004,3A,70,8,NULL
2004,3A,77,10,NULL
2004,3A,74,7,NULL
2004,3A,73,9,NULL
2004,3A,94,14,NULL
2004,3A,108,16,NULL
2004,3A,102,12,NULL
2004,3A,81,10,NULL
2004,3A,95,12,NULL
2004,3A,83,18,NULL
2004,3A,88,25,NULL
2004,3A,130,12,NULL
2004,3A,83,22,NULL
2004,3A,77,14,NULL
2004,3A,100,14,NULL
2004,3A,100,18,NULL
2004,3A,98,14,NULL
2004,3A,98,15,NULL
2004,3A,97,17,NULL
2004,3A,130,16,NULL
2004,3A,79,13,NULL
2004,3A,90,17,NULL
2004,3A,84,18,NULL
2004,3A,87,10,NULL
2004,3A,80,15,NULL
2004,3A,88,16,NULL
2004,3A,80,16,NULL
2004,3A,88,17,NULL
2004,3A,86,11,NULL
2004,3A,82,15,NULL
2004,3A,110,17,NULL
2004,3A,111,16,NULL
2004,3A,106,14,NULL
2004,3A,94,13,NULL
2004,3A,84,8,NULL
2004,3A,130,14,NULL
2004,3A,101,16,NULL
2004,3A,80,10,NULL
2004,3A,105,17,NULL
2004,3A,85,7,NULL
2004,3A,90,11,NULL
2004,3A,99,12,NULL
2004,3A,97,11,NULL
2004,3A,115,15,NULL
2004,3A,112,15,NULL
2004,3A,88,11,NULL
2004,3A,82,9,NULL
2004,3A,94,10,NULL
2004,3A,96,12,NULL
2004,3A,90,11,NULL
2004,3A,103,22,NULL
2004,3A,101,19,NULL
2004,3A,102,24,NULL
2004,3A,89,11,NULL
2004,3A,94,17,NULL
2004,3A,85,9,NULL
2004,2C,79,9,NULL
2004,2C,147,19,NULL
2004,2C,111,9,NULL
2004,2C,97,9,NULL
2004,2C,96,11,NULL
2004,2C,116,14,NULL
2004,2C,95,9,NULL
2004,2C,130,12,NULL
2004,2C,148,19,NULL
2004,2C,96,13,NULL
2004,2C,85,10,NULL
2004,2C,86,9,NULL
2004,2C,101,13,NULL
2004,2C,87,7,NULL
2004,2C,104,11,NULL
2004,2C,86,9,NULL
2004,2C,87,8,NULL
2004,2C,104,13,NULL
2004,2C,66,6,NULL
2004,2C,77,5,NULL
2004,2C,133,18,NULL
2004,2C,90,13,NULL
2004,2C,152,20,NULL
2004,2C,88,13,NULL
2004,2C,111,16,NULL
2004,2C,132,17,NULL
2004,2C,77,7,NULL
2004,2C,107,8,NULL
2004,2C,117,16,NULL
2004,2C,109,17,NULL
2004,2C,130,17,NULL
2004,2C,100,9,NULL
2004,2C,110,17,NULL
2004,2C,89,10,NULL
2004,2C,140,23,NULL
2004,2C,74,8,NULL
2004,2C,83,15,NULL
2004,2C,82,10,NULL
2004,2C,71,10,NULL
2004,2C,87,11,NULL
2004,2C,80,12,NULL
2004,2C,86,15,NULL
2004,2C,69,8,NULL
2004,2C,78,12,NULL
2004,2C,81,12,NULL
2004,2C,70,9,NULL
2004,2C,80,15,NULL
2004,2C,77,11,NULL
2004,2C,81,9,NULL
2004,2C,79,13,NULL
2004,2C,72,9,NULL
2004,2C,83,14,NULL
2004,2C,80,10,NULL
2004,2C,137,14,NULL
2004,2C,143,16,NULL
2004,2C,109,10,NULL
2004,2C,94,9,NULL
2004,2C,74,8,NULL
2004,2C,119,10,NULL
2004,2C,140,14,NULL
2004,2C,81,11,NULL
2004,2C,149,18,NULL
2004,2C,79,9,NULL
2004,2C,64,6,NULL
2004,2C,87,12,NULL
2004,2C,129,13,NULL
2004,2C,121,13,NULL
2004,2C,122,18,NULL
2004,2C,80,9,NULL
2004,2C,88,8,NULL
2004,2C,80,10,NULL
2004,2C,63,6,NULL
2004,2C,74,8,NULL
2004,2C,81,9,NULL
2004,2C,80,10,NULL
2004,2C,92,9,NULL
2004,2C,97,9,NULL
2004,2C,76,10,NULL
2004,2C,92,8,NULL
2004,2C,70,6,NULL
2004,2C,76,11,NULL
2004,2C,73,6,NULL
2004,2C,95,10,NULL
2004,2C,81,10,NULL
2004,2C,73,9,NULL
2004,2C,79,7,NULL
2004,2C,73,8,NULL
2004,2C,67,6,NULL
2004,2C,69,7,NULL
2004,2C,78,7,NULL
2004,2C,72,9,NULL
2004,2C,80,8,NULL
2004,2C,105,10,NULL
2004,2C,81,9,NULL
2004,2C,79,8,NULL
2004,2C,134,14,NULL
2004,2C,84,9,NULL
2004,2C,87,8,NULL
2004,2C,78,7,NULL
2004,2C,92,16,NULL
2004,2C,116,18,NULL
2004,2C,93,10,NULL
2004,2C,85,9,NULL
2004,2C,78,9,NULL
2004,2C,82,9,NULL
2004,2C,103,11,NULL
2004,2C,78,9,NULL
2004,2C,97,9,NULL
2004,2C,72,11,NULL
2004,2C,95,9,NULL
2004,2C,164,17,NULL
2004,2C,87,14,NULL
2004,2C,75,7,NULL
2004,2C,110,9,NULL
2004,2C,74,12,NULL
2004,2C,64,5,NULL
2004,2C,63,8,NULL
2004,2C,94,13,NULL
2004,2C,121,15,NULL
2004,2C,139,15,NULL
2004,2C,61,6,NULL
2004,2C,83,10,NULL
2004,2C,76,6,NULL
2004,2C,80,7,NULL
2004,2C,101,12,NULL
2004,2C,100,12,NULL
2004,2C,87,18,NULL
2004,2C,130,19,NULL
2004,2C,131,17,NULL
2004,2C,95,10,NULL
2004,2C,111,16,NULL
2004,2C,99,11,NULL
2004,2C,127,14,NULL
2004,2C,84,13,NULL
2004,2C,124,18,NULL
2004,2C,82,12,NULL
2004,2C,134,14,NULL
2004,2C,108,18,NULL
2004,2C,89,16,NULL
2004,2C,154,19,NULL
2004,2C,69,8,NULL
2004,2C,78,7,NULL
2004,2C,86,12,NULL
2004,2C,152,24,NULL
2004,2C,132,17,NULL
2004,2C,96,9,NULL
2004,2C,85,11,NULL
2004,2C,78,8,NULL
2004,2C,103,9,NULL
2004,2C,105,14,NULL
2004,2C,76,9,NULL
2004,2C,110,16,NULL
2004,2C,64,6,NULL
2004,2C,97,9,NULL
2004,2C,69,6,NULL
2004,2C,64,6,NULL
2004,2C,65,7,NULL
2004,2C,119,11,NULL
2004,2C,63,6,NULL
2004,2C,91,11,NULL
2004,2C,116,10,NULL
2004,2C,77,12,NULL
2004,2C,78,11,NULL
2004,2C,77,10,NULL
2004,2C,71,8,NULL
2004,2C,60,8,NULL
2004,2C,80,9,NULL
2004,2C,108,13,NULL
2004,2C,77,9,NULL
2004,2C,66,9,NULL
2004,2C,78,9,NULL
2004,2C,70,9,NULL
2004,2C,79,8,NULL
2004,2C,70,9,NULL
2004,2C,89,12,NULL
2004,2C,73,9,NULL
2004,2C,92,17,NULL
2004,2C,99,17,NULL
2004,2C,70,8,NULL
2004,2C,73,8,NULL
2004,2C,70,11,NULL
2004,2C,79,11,NULL
2004,2C,67,8,NULL
2004,2C,90,14,NULL
2004,2C,83,10,NULL
2004,2C,80,11,NULL
2004,2C,141,17,NULL
2004,2C,132,20,NULL
2004,2C,92,16,NULL
2004,2C,89,14,NULL
2004,2C,148,15,NULL
2004,2C,87,13,NULL
2004,2C,98,18,NULL
2004,2C,81,12,NULL
2004,2C,100,14,NULL
2004,2C,89,14,NULL
2004,2C,96,11,NULL
2004,2C,104,21,NULL
2004,2C,100,12,NULL
2004,2C,111,13,NULL
2004,2C,115,14,NULL
2004,2C,86,9,NULL
2004,2C,142,17,NULL
2004,2C,101,18,NULL
2004,2C,83,10,NULL
2004,2C,87,14,NULL
2004,2C,145,18,NULL
2004,2C,84,10,NULL
2004,2C,76,10,NULL
2004,2C,163,17,NULL
2004,2C,140,16,NULL
2004,2C,95,10,NULL
2004,2C,80,9,NULL
2004,2C,84,16,NULL
2004,2C,95,24,NULL
2004,2C,71,9,NULL
2004,2C,89,12,NULL
2004,2C,141,16,NULL
2004,2C,101,8,NULL
2004,2C,75,8,NULL
2004,2C,125,13,NULL
2004,2C,82,10,NULL
2004,2C,100,14,NULL
2004,2C,84,14,NULL
2004,2C,111,15,NULL
2004,2C,85,10,NULL
2004,2C,81,10,NULL
2004,2C,87,9,NULL
2004,2C,75,6,NULL
2004,2C,92,9,NULL
2004,2C,91,10,NULL
2004,2C,120,15,NULL
2004,2C,87,9,NULL
2004,2C,97,13,NULL
2004,2C,157,19,NULL
2004,2C,79,8,NULL
2004,2C,115,15,NULL
2004,2C,114,10,NULL
2004,2C,109,17,NULL
2004,2C,121,11,NULL
2004,2C,93,9,NULL
2004,2C,100,13,NULL
2004,2C,104,12,NULL
2004,2C,101,12,NULL
2004,2C,84,14,NULL
2004,2C,54,5,NULL
2004,2C,121,18,NULL
2004,2C,76,9,NULL
2004,2C,66,6,NULL
2004,2C,92,10,NULL
2004,2C,88,15,NULL
2004,2C,88,19,NULL
2004,2C,115,11,NULL
2004,2C,97,11,NULL
2004,2C,82,9,NULL
2004,2C,82,9,NULL
2004,2C,100,10,NULL
2004,2C,102,14,NULL
2004,2C,91,10,NULL
2004,2C,81,11,NULL
2004,2C,80,10,NULL
2004,2C,71,9,NULL
2004,2C,102,14,NULL
2004,2C,114,12,NULL
2004,2C,79,16,NULL
2004,2C,78,7,NULL
2004,2C,90,10,NULL
2004,2C,82,16,NULL
2004,2C,77,8,NULL
2004,2C,75,8,NULL
2004,2C,94,10,NULL
2004,2C,92,10,NULL
2004,2C,96,10,NULL
2004,2C,81,13,NULL
2004,2C,75,9,NULL
2004,2C,112,15,NULL
2004,2C,101,13,NULL
2004,2C,83,13,NULL
2004,2C,76,9,NULL
2004,2C,88,12,NULL
2004,2C,86,7,NULL
2004,2C,89,17,NULL
2004,2C,79,12,NULL
2004,2C,73,10,NULL
2004,2C,70,10,NULL
2004,2C,90,17,NULL
2004,2C,68,8,NULL
2004,2C,100,12,NULL
2004,2C,74,10,NULL
2004,2C,74,9,NULL
2004,2C,66,7,NULL
2004,2C,84,11,NULL
2004,2C,72,11,NULL
2004,2C,81,11,NULL
2004,2C,75,8,NULL
2004,2C,71,8,NULL
2004,2C,74,9,NULL
2004,2C,136,14,NULL
2004,2C,85,10,NULL
2004,2C,82,12,NULL
2004,2C,82,9,NULL
2004,2C,85,11,NULL
2004,2C,85,10,NULL
2004,2C,75,9,NULL
2004,2C,67,9,NULL
2004,2C,81,14,NULL
2004,2C,77,11,NULL
2004,2C,77,12,NULL
2004,2C,88,11,NULL
2004,2C,73,8,NULL
2004,2C,89,19,NULL
2004,2C,83,13,NULL
2004,2C,87,19,NULL
2004,2C,85,9,NULL
2004,2C,72,8,NULL
2004,2C,66,8,NULL
2004,2C,73,9,NULL
2004,2C,75,12,NULL
2004,2C,77,12,NULL
2004,2C,93,18,NULL
2004,2C,81,16,NULL
2004,2C,91,14,NULL
2004,2C,74,12,NULL
2004,2C,86,9,NULL
2004,2C,93,14,NULL
2004,2C,69,7,NULL
2004,2C,83,15,NULL
2004,2C,85,13,NULL
2004,2C,73,11,NULL
2004,2C,77,10,NULL
2004,2C,54,5,NULL
2004,2C,78,10,NULL
2004,2C,65,7,NULL
2004,2C,81,8,NULL
2004,2C,83,18,NULL
2004,2C,78,9,NULL
2004,2C,65,8,NULL
2004,2C,60,7,NULL
2004,2C,71,10,NULL
2004,2C,76,11,NULL
2004,2C,64,8,NULL
2004,2C,65,6,NULL
2004,2C,63,6,NULL
2004,2C,67,6,NULL
2004,2C,89,7,NULL
2004,2C,92,15,NULL
2004,2C,78,9,NULL
2004,2C,99,9,NULL
2004,2C,79,4,NULL
2004,2C,93,13,NULL
2004,2C,74,9,NULL
2004,2C,99,10,NULL
2004,2C,118,9,NULL
2004,2C,120,17,NULL
2004,2C,73,8,NULL
2004,2C,73,6,NULL
2004,2C,92,8,NULL
2004,2C,128,11,NULL
2004,2C,112,11,NULL
2004,2C,85,10,NULL
2004,2C,112,9,NULL
2004,2C,98,9,NULL
2004,2C,112,7,NULL
2004,2C,83,8,NULL
2004,2C,76,9,NULL
2004,2C,123,16,NULL
2004,2C,125,17,NULL
2004,2C,69,7,NULL
2004,2C,112,14,NULL
2004,2C,77,8,NULL
2004,2C,75,10,NULL
2004,2C,123,15,NULL
2004,2C,181,24,NULL
2004,2C,146,15,NULL
2004,2C,73,6,NULL
2004,2C,78,9,NULL
2004,2C,83,10,NULL
2004,2C,100,9,NULL
2004,2C,84,7,NULL
2004,2C,97,8,NULL
2004,2C,82,9,NULL
2004,2C,89,10,NULL
2004,2C,79,10,NULL
2004,2C,79,6,NULL
2004,2C,74,9,NULL
2004,2C,131,15,NULL
2004,2C,84,9,NULL
2004,2C,76,6,NULL
2004,2C,100,13,NULL
2004,2C,135,18,NULL
2004,2C,102,16,NULL
2004,2C,144,17,NULL
2004,2C,80,7,NULL
2004,2C,60,6,NULL
2004,2C,96,8,NULL
2004,2C,126,12,NULL
2004,2C,82,8,NULL
2004,2C,113,16,NULL
2004,2C,111,11,NULL
2004,2C,104,8,NULL
2004,2C,83,12,NULL
2004,2C,89,13,NULL
2004,2C,87,10,NULL
2004,2C,86,12,NULL
2004,2C,111,13,NULL
2004,2C,123,12,NULL
2004,2C,99,12,NULL
2004,2C,78,11,NULL
2004,2C,82,17,NULL
2004,2C,78,13,NULL
2004,2C,112,14,NULL
2004,2C,94,13,NULL
2004,2C,100,16,NULL
2004,2C,68,6,NULL
2004,2C,71,7,NULL
